Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Rwanda,RWA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,72.649,71.517,70.651,70.077,69.683,69.419,69.263,69.167,69.071,68.921,68.704,68.449,68.187,67.937,67.692,67.431,67.135,66.8,67.241,65.693,69.257,64.35,66.14,69.791,70.508
Rwanda,RWA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,87.2074009505691,86.4011781309443,85.1275165292953,84.6766409266409,83.5139724716725,82.0041317064194,80.2885082069302,78.5195554085057,76.1972607548743,74.6539421285025,72.7527707449573,70.5462593605756,68.2598533443921,67.5965362035829,66.8686054227095,65.4388726150318,64.6974416149865,63.7909612739756,61.4581750846973,57.2478473783076,60.3428909338534,65.9008520901618,65.0950532898241,61.7897355270505,44.7995722030976
Rwanda,RWA,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,1.70317119970041,1.7386197284338,1.77496864624354,1.96829395981938,2.23008283210065,2.53053543558088,2.8828419828051,3.30425866877061,3.76078212377492,4.25897750330712,4.85511644673966,5.58566028373888,6.36982983181021,6.39395594055893,6.39982673822714,6.37731897608141,6.31926921700449,6.2728088789575,7.81186091896997,8.92830385354572,9.25387587459254,7.35524012594479,7.40402534754395,6.77135443068316,10.2434700856853
Rwanda,RWA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,11.0894278497305,11.8602021406219,13.0975148244612,13.3550651135397,14.2559446962269,15.4652558601164,16.8285751407148,18.1761859227237,20.0419571213508,21.0870803681904,22.392112808303,23.8680150683232,25.3703168237977,26.0095078558582,26.731627832752,28.1837501376658,28.9833457056548,29.9362847503411,30.730017114756,33.8238487681466,30.403233191554,26.7439077838934,27.5009710988064,31.4389100422663,44.9570011159353
Rwanda,RWA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,46.1597752373923,46.612347583692,47.1104749397822,47.4703062626791,47.8043711397691,48.1175172494508,48.4188722807217,48.686695341388,48.9800555040057,49.2544323685325,49.5394778759578,49.8446160776658,50.1270110613128,50.3943508158185,50.6387528032051,50.9262501944802,51.1563362022419,51.6763607494512,51.8183498655573,52.8649684571702,51.2726039915127,57.6102756319422,56.6458935347979,55.0318306790752,55.3393662997955
Rwanda,RWA,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,53.349306433566,52.8841416912841,52.3733485474306,52.0069857993586,51.6626615574463,51.3407256434521,51.0311864842142,50.7587651205829,50.4581805416064,50.1804949575902,49.8876947066616,49.5723677767695,49.2816868184965,49.008647151191,48.7559108781756,48.4597459491304,48.2214104672667,47.6936794287428,47.6443041645906,46.6300205218411,47.9462784394795,41.7794675579241,42.5567365127996,44.0249230089069,43.7062507568698
Viet Nam,VNM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,77.088,78.609,78.296,78.157,78.21,78.453,78.814,79.286,80.008,80.566,81.233,81.466,81.067,81.962,81.945,82.417,81.789,82.197,82.408,82.088,80.025,78.712,79.432,78.201,77.684
Viet Nam,VNM,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,65.3667272448975,63.9939397662908,62.1452235677629,60.6684285000356,58.9524858608621,55.8628631371409,52.7065296481594,51.4753256886645,50.8483707575824,50.0106348485236,51.1829002868241,50.938936556336,49.5100958909496,48.7857882838552,48.1318060396858,45.4624541841593,43.4981815324226,41.4871027577886,38.7798673159368,35.8866346513588,33.8197701746786,28.732682861946,34.6596779028206,26.3955423220025,25.2318684302234
Viet Nam,VNM,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,9.79313187679921,10.8898812271171,11.3973334981509,12.6941128220305,13.4057786358497,14.446096863727,15.431382418012,16.1157332951741,16.507115339236,17.0145270904569,17.2776948026446,16.5874706450479,16.8550999277901,16.9778927805701,17.5104310258365,19.3129622789372,20.7748347352917,21.8103654441871,22.8610020477538,25.471966132633,26.7965491614109,29.31203849502,26.7020505315937,29.9498172174888,30.72533757728
Viet Nam,VNM,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,24.8401355580453,25.1161790065922,26.4574429340862,26.637463657021,27.6417403896789,29.691044757795,31.8620925455074,32.4089454657033,32.6445139031817,32.9748380610195,31.5394008216317,32.4735767258204,33.6348199717571,34.236326649741,34.3577629344777,35.2245835369035,35.7269875067237,36.7025317980244,38.3591306363094,38.6413992160082,39.3836806639104,41.9552824564157,38.6382715655857,43.6546404605087,44.0427939924966
Viet Nam,VNM,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,18.458847884301,20.476479803629,20.2541539773554,21.0651631549746,24.2955107311736,24.7615576967845,25.2327122232266,25.7065104580914,26.6864775712474,27.676435140376,28.1337398953577,28.8424113569106,29.2474518285275,29.5368195011334,30.6856265045215,34.3378763704897,35.8960332582333,37.7999673650905,39.4823093200264,39.8666607244977,39.8596706015475,40.4784001491795,40.576815575783,40.950421783493,41.3859272059542
Viet Nam,VNM,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,78.6268956810731,75.656328929661,76.710296355605,76.0406628100982,72.9894982180066,72.4841189155503,71.9783889358818,71.4725290860975,70.2459553273467,69.0999606099727,69.6245944373709,69.3019278357077,69.0605176266538,68.9425911396866,68.0894684416707,63.7713486578569,62.2479321836169,61.0703837595963,59.3167451340316,58.8132152839077,58.5551621447612,58.4300842242505,58.4158052279424,57.9900494249051,57.5457993185876
Japan,JPN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,76.328,75.565,74.646,74.016,73.316,73.201,73.107,73.077,72.628,71.96,71.491,71.085,70.665,70.395,70.341,70.209,70.364,70.437,71.084,71.317,71.352,71.18,71.354,71.461,71.495
Japan,JPN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,5.80608558628006,5.53742556420694,5.14260783466771,5.03518071003319,4.9510168736671,4.70027365577621,4.48900814874844,4.50367457148634,4.41503761261041,4.36047539041702,4.15392317982095,3.76022808533051,3.6613987464949,3.50776400386202,3.39366155824569,3.30269520245554,3.12869130491146,3.07253167601252,2.99113672252511,2.8894526062957,2.7494884913429,2.59998585802904,2.52031322201546,2.44049345032696,2.35911453664655
Japan,JPN,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,20.9496405244636,20.1292345919009,19.0372463455195,18.3225777578738,17.3157109805489,16.7560987312268,16.8487487955757,16.5247249628845,15.8787942319514,15.3394926488388,14.8568087887571,14.724276414012,14.6054753825673,14.4495699055546,14.5048749877341,14.5248542528551,14.2872085507956,14.2639706197099,14.184642062943,14.0406477597662,13.776773059655,13.6326072327756,13.6843484740626,13.701973888337,13.5466833692165
Japan,JPN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,73.2442738892564,74.3333398438921,75.8201496969063,76.642241532093,77.7332721457839,78.5436237929097,78.6622354744222,78.9716117977472,79.7061719316341,80.3000319607441,80.9892680314219,81.5154992952494,81.7331258709378,82.0426735450767,82.1014597705586,82.1724542009364,82.584103731349,82.6635012244604,82.8242314600689,83.0698996339381,83.4737350644414,83.7674102795412,83.7953383039219,83.8575425510186,84.0942020941369
Japan,JPN,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,82.9949032246982,83.9264905800445,84.7698158047229,85.1891176943029,85.5060486380249,86.0111305120613,87.1060718682436,87.6300804240327,88.1864623533297,88.6561400161818,89.1662774958437,89.60243151369,89.7304026422986,90.0171591247635,90.1635512254417,90.677659782563,91.0789882278204,91.3847191054427,91.56341556674,91.841583506783,91.8812340013926,91.2509294571121,92.0488730268178,91.9891829296442,92.2750185414539
Japan,JPN,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,15.7985994283205,14.8987824450359,14.0921720011982,13.7226292431639,13.3929793978697,12.9487322887381,11.8543031521453,11.3321658734815,10.8213988554653,10.3659638216537,9.85988901562901,9.4948578728065,9.37197959438546,9.09169723412591,8.95101088002505,8.48620406611226,8.08982275101007,7.839112305689,7.68289204442301,7.46103362655108,7.41561333775538,8.06833820988667,7.24691194054982,7.32055353472725,7.06764783714336
Sweden,SWE,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.039,66.956,66.731,66.62,66.486,67.488,67.561,67.804,67.993,67.432,67.505,67.613,67.403,67.641,67.568,67.319,67.489,67.757,67.742,67.846,67.708,67.635,68.051,68.16,67.772
Sweden,SWE,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,1.44114521644677,1.22016953548896,1.23266808008383,1.09580461869724,1.0523959125344,1.02347843260261,0.985279455750396,0.945686271136716,0.861225955562103,0.974443282020625,0.962686514647895,0.901143222936492,0.994300831285807,0.97732867091389,0.911077097566135,1.0217556665907,1.002921823816,1.01445621219282,0.840309568031548,0.696016388576979,0.765057615241061,1.01151064393724,0.843858391622795,0.833278104748958,0.907415301446439
Sweden,SWE,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,11.480547387691,11.1641559047662,10.3244411570309,9.89489641184557,9.66700055292339,9.30071020031986,9.27308938798144,9.1066240348444,8.25986869365844,7.68784561351069,7.62896222675208,7.57467102956965,7.74180599759065,7.75554111655419,7.193109235033,6.90375095739018,6.93694754033294,7.08852334115081,7.13320951166704,7.1081924204907,7.31935728220254,7.83872057664151,7.35201067747596,7.34836520696171,7.09555249840953
Sweden,SWE,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,87.0783073958622,87.6156745597448,88.4429387621096,89.0092989694572,89.2806035345422,89.6758113670775,89.7415834753034,89.9476896940189,90.8789053507795,91.3377111044687,91.4083981731475,91.5241857474939,91.2638931711235,91.2671751471834,91.8958136674009,92.0744933760191,92.0601306358511,91.8970204466564,92.0264809203014,92.1957911909323,91.9155851025564,91.149811119758,91.8040897369353,91.8183566882893,91.9970725673891
Sweden,SWE,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,93.6762559687611,93.845684327658,93.9040985097681,94.0723797959407,93.9815184991885,93.9196842435437,93.933455491965,93.8808890938754,93.897477923776,93.7234251233,93.6488023888888,93.8745538617053,93.7714638340498,93.7113056481958,93.7634328318409,93.7663237485691,93.839685429283,93.9315077344895,94.0110524356332,93.853038300204,93.7870753970437,93.6619479772751,93.5446171844748,93.5679174189878,93.6451057137413
Sweden,SWE,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,5.26886187437267,5.10346948949395,5.01231900092494,4.84579683803438,4.88981026634819,4.90048869836623,4.8260288479373,4.84931553980135,4.83061850259206,4.97113660140487,4.98861149359499,4.80434066384736,4.89866958852555,4.92443339651145,4.8879064070497,4.86268914333755,4.80395601714434,4.71489852692681,4.62459364516149,4.74617008337501,4.84420821889983,4.90597481427411,4.90797268016181,4.8698679848248,4.77641390312507
Nigeria,NGA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,89.278,89.042,88.565,88.258,87.915,87.616,87.216,86.896,86.631,86.578,86.195,86.282,86.166,85.89,85.829,85.782,85.748,85.569,85.497,85.345,83.67,84.327,85.537,84.391,84.385
